customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_tickets,payment_method,is_senior_citizen,churn
CUST-01397,67,46.77,3111.71,Two year,DSL,0,Credit card,0,0
CUST-01398,39,64.84,2574.88,Two year,DSL,3,Electronic check,0,0
CUST-01399,1,57.47,55.58,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01400,20,122.44,2274.83,Month-to-month,Fiber optic,1,Bank transfer,1,1
CUST-01401,42,66.84,2654.64,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-01402,27,99.5,2530.62,One year,Fiber optic,0,Credit card,0,0
CUST-01403,18,52.27,894.8,Month-to-month,DSL,1,Electronic check,0,0
CUST-01404,27,82.74,2308.52,Month-to-month,Fiber optic,2,Credit card,0,0
CUST-01405,24,75.06,1665.75,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01406,35,15.0,532.08,Two year,No,6,Credit card,0,0
CUST-01407,30,66.29,1911.98,Month-to-month,DSL,1,Credit card,1,0
CUST-01408,54,72.93,3744.47,Two year,DSL,3,Electronic check,0,0
CUST-01409,9,77.94,702.44,Month-to-month,Fiber optic,3,Bank transfer,1,0
CUST-01410,24,76.59,1912.52,One year,DSL,5,Electronic check,0,1
CUST-01411,36,59.78,2002.13,One year,DSL,0,Credit card,0,0
CUST-01412,28,23.76,686.51,Month-to-month,No,0,Mailed check,0,0
CUST-01413,26,41.4,1016.78,Month-to-month,DSL,4,Mailed check,0,1
CUST-01414,71,69.09,4896.57,Two year,Fiber optic,0,Mailed check,0,0
CUST-01415,1,79.99,83.66,Month-to-month,Fiber optic,1,Bank transfer,0,1
CUST-01416,35,57.53,2052.57,Month-to-month,DSL,1,Electronic check,0,0
CUST-01417,18,45.44,826.71,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-01418,14,37.48,534.82,One year,DSL,2,Bank transfer,0,0
CUST-01419,45,68.39,3016.04,Two year,DSL,5,Mailed check,0,0
CUST-01420,4,24.4,101.84,Month-to-month,No,0,Credit card,0,0
CUST-01421,60,87.79,5299.16,One year,Fiber optic,3,Mailed check,0,0
CUST-01422,29,91.81,2504.29,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-01423,52,39.24,2128.53,Two year,DSL,4,Mailed check,0,0
CUST-01424,72,48.54,3450.98,Two year,DSL,1,Bank transfer,0,0
CUST-01425,9,98.18,883.98,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01426,4,91.39,357.56,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-01427,28,42.78,1242.45,Month-to-month,DSL,0,Mailed check,1,0
CUST-01428,37,89.63,3443.92,One year,Fiber optic,0,Mailed check,1,0
CUST-01429,33,25.3,823.57,One year,No,4,Mailed check,0,0
CUST-01430,26,75.93,2013.85,Month-to-month,Fiber optic,2,Bank transfer,0,0
CUST-01431,7,73.11,525.7,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-01432,15,15.0,224.48,Month-to-month,No,0,Mailed check,0,1
CUST-01433,25,84.65,2050.39,One year,Fiber optic,0,Mailed check,0,0
CUST-01434,1,55.47,54.39,Month-to-month,DSL,1,Electronic check,0,0
CUST-01435,15,76.42,1095.36,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-01436,33,67.82,2166.32,Month-to-month,DSL,0,Electronic check,0,1
CUST-01437,26,94.77,2534.71,One year,Fiber optic,3,Credit card,0,0
CUST-01438,38,22.88,904.66,One year,No,0,Electronic check,0,0
CUST-01439,7,65.85,428.94,Month-to-month,DSL,1,Mailed check,0,1
CUST-01440,18,77.56,1322.01,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-01441,25,16.94,392.51,One year,No,2,Mailed check,0,0
CUST-01442,7,63.54,431.6,Month-to-month,DSL,3,Mailed check,1,0
CUST-01443,6,60.65,360.81,Month-to-month,Fiber optic,4,Bank transfer,0,1
CUST-01444,40,33.31,1254.25,One year,DSL,5,Electronic check,0,0
CUST-01445,6,30.63,189.02,Month-to-month,No,2,Bank transfer,0,1
CUST-01446,44,40.56,1797.74,Two year,Fiber optic,3,Bank transfer,0,0
CUST-01447,13,24.49,301.18,Month-to-month,DSL,0,Credit card,0,0
CUST-01448,26,35.57,918.98,One year,No,2,Bank transfer,0,0
CUST-01449,26,53.66,1320.97,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-01450,50,60.93,3117.64,Two year,Fiber optic,2,Mailed check,1,0
CUST-01451,66,38.34,2609.98,Two year,DSL,6,Electronic check,1,0
CUST-01452,5,67.48,353.0,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-01453,20,56.65,1063.25,Month-to-month,DSL,0,Electronic check,0,0
CUST-01454,63,63.46,3736.66,Two year,DSL,1,Electronic check,1,0
CUST-01455,10,16.25,164.95,Month-to-month,No,2,Bank transfer,0,0
CUST-01456,18,108.26,1803.94,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-01457,39,66.31,2604.87,One year,DSL,3,Bank transfer,0,0
CUST-01458,52,29.37,1594.1,Two year,No,0,Electronic check,1,0
CUST-01459,24,29.04,715.56,Month-to-month,No,0,Electronic check,0,0
CUST-01460,32,78.64,2446.6,One year,Fiber optic,3,Bank transfer,0,0
CUST-01461,1,75.94,70.72,Month-to-month,DSL,1,Credit card,0,0
CUST-01462,43,62.68,2823.95,One year,Fiber optic,5,Mailed check,1,0
CUST-01463,1,62.89,64.34,Month-to-month,Fiber optic,2,Mailed check,1,0
CUST-01464,42,19.54,813.75,Two year,No,1,Electronic check,0,0
CUST-01465,23,115.47,2572.24,One year,Fiber optic,4,Bank transfer,0,0
CUST-01466,9,97.84,883.82,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-01467,60,78.81,4654.72,One year,Fiber optic,4,Electronic check,1,0
CUST-01468,25,77.62,1791.19,One year,DSL,4,Mailed check,0,1
CUST-01469,9,57.22,537.04,Month-to-month,DSL,1,Electronic check,0,0
CUST-01470,13,67.64,879.25,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01471,14,71.98,1031.62,Month-to-month,DSL,2,Bank transfer,0,1
CUST-01472,12,15.0,183.36,One year,No,5,Credit card,1,1
CUST-01473,9,21.88,192.81,Month-to-month,DSL,1,Mailed check,0,0
CUST-01474,6,53.17,298.82,Month-to-month,DSL,2,Credit card,0,0
CUST-01475,40,30.82,1224.73,One year,No,2,Credit card,0,0
CUST-01476,1,26.94,24.92,Month-to-month,DSL,3,Credit card,0,0
CUST-01477,13,85.17,1130.29,Month-to-month,Fiber optic,3,Electronic check,0,0
CUST-01478,1,39.86,40.37,Month-to-month,DSL,0,Bank transfer,1,0
CUST-01479,52,18.75,968.33,Two year,DSL,0,Mailed check,0,0
CUST-01480,19,101.01,1835.24,Month-to-month,Fiber optic,3,Bank transfer,0,1
CUST-01481,8,40.37,318.41,Month-to-month,DSL,2,Bank transfer,1,1
CUST-01482,42,15.0,610.17,Month-to-month,DSL,4,Mailed check,0,0
CUST-01483,17,88.41,1422.29,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-01484,33,72.96,2217.84,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-01485,20,33.41,656.33,Month-to-month,No,3,Credit card,0,0
CUST-01486,21,27.81,595.03,Month-to-month,No,1,Mailed check,0,0
CUST-01487,55,26.3,1398.8,Two year,DSL,2,Mailed check,0,0
CUST-01488,24,16.26,378.85,Month-to-month,No,0,Credit card,0,0
CUST-01489,70,78.28,5330.82,Two year,Fiber optic,3,Mailed check,0,0
CUST-01490,2,91.54,170.45,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-01491,11,110.6,1275.32,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-01492,72,15.0,1090.26,Two year,No,4,Credit card,0,0
CUST-01493,68,96.3,6316.02,Two year,Fiber optic,0,Mailed check,0,0
CUST-01494,13,59.76,747.47,Month-to-month,DSL,6,Bank transfer,0,1
CUST-01495,2,24.09,45.98,Month-to-month,No,0,Mailed check,0,0
CUST-01496,64,45.73,2902.95,Two year,DSL,0,Bank transfer,0,0
CUST-01497,27,66.97,1711.9,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-01498,10,76.41,748.57,One year,Fiber optic,0,Mailed check,0,0
CUST-01499,28,15.25,393.02,Month-to-month,DSL,3,Electronic check,1,0
CUST-01500,40,19.48,816.29,Month-to-month,No,2,Bank transfer,0,0
